Name,Address,City,State,Years_of_Operation,Latitude,Longitude
"Swenson Implement Company","","Lancaster","MN","&lt;--1948--&gt;",48.85639,-96.80396
"Lancaster Implement & Supply Company","","Lancaster","MN","&lt;--1962-1969--&gt;",48.85639,-96.80396
"Eastman Implement Company","","Lanesboro","MN","",43.71406,-91.97274
"Lanesboro Grain Company","","Lanesboro","MN","",43.71406,-91.97274
"C. C. Matejcek","","Le Center","MN","&lt;--1948",44.38954,-93.73023
"Mangels Implement Company","","Le Center","MN","&lt;--1948--&gt;",44.38954,-93.73023
"John Kehoe","","Le Sueur","MN","&lt;--1921--&gt;",44.46139,-93.91548
"Paul Meyer","","Le Sueur","MN","&lt;--1948--&gt;",44.46139,-93.91548
"Bohlke International, Inc.","","Le Sueur","MN","&lt;--1978-1982--&gt;",44.46139,-93.91548
"Frost & Meyer Implement Company","","Le Sueur","MN","",44.46139,-93.91548
"Elmer McRoberts","","LeRoy","MN","&lt;--1946",44.37497,-93.51473
"Oksanen & Seese","","LeRoy","MN","1946-1951",44.37497,-93.51473
"Ken Seese","","LeRoy","MN","1951--&gt;",44.37497,-93.51473
"Seese Farm Equipment","","LeRoy","MN","&lt;--1955-1958--&gt;",44.37497,-93.51473
"John Kehoe","","Le Sueur","MN","&lt;--1920--&gt;",44.46139,-93.91548
"Paul Meyer","","Le Sueur","MN","&lt;--1958-1970--&gt;",44.46139,-93.91548
"Bohlke International, Inc.","Highway 169 North","Le Sueur","MN","&lt;--1980--&gt;",44.48076,-93.90462
"Beise Implement Company","","Lester Prairie","MN","&lt;--1948-1962--&gt;",44.88457,-94.0475
"Jenneke Oil Company","","Lester Prairie","MN","&lt;--1964-1969--&gt;",44.88457,-94.0475
"J. Custerman","","Lewiston","MN","&lt;--1909--&gt;",43.98432,-91.86921
"Yackel Implement Company","50 East Main Street","Lewiston","MN","&lt;--1948-1980--&gt;",43.98463,-91.86843
"Lewiston Implement Company, Inc.","Highway 14 West","Lewiston","MN","&lt;--1984--&gt;",43.988,-91.85766
"Roerig Hardware Company","","Lewisville","MN","&lt;--1946",43.92468,-94.436
"Else Hardware Company","","Lewisville","MN","&lt;--1948--&gt;",43.92468,-94.436
"Druck's Service","","Lewisville","MN","&lt;--1958--&gt;",43.92468,-94.436
"Lindstrom Implement Store","","Lindstrom","MN","&lt;--1939--&gt;",45.39031,-92.84664
"Kaufman Lumber & Implement Company","","Lindstrom","MN","&lt;--1948-1958--&gt;",45.39031,-92.84664
"Nelson-Spelliscy Implement Company","","Litchfield","MN","&lt;--1912--&gt;",45.12643,-94.52807
"Nelson Implement Company","","Litchfield","MN","&lt;--1914-1915--&gt;",45.12643,-94.52807
"Weber Implement Company","","Litchfield","MN","&lt;--1948--&gt;",45.12643,-94.52807
"Schwartzwald Motors","","Litchfield","MN","&lt;--1958-1969--&gt;",45.12643,-94.52807
"Arnold's of Litchfield (Inc.)","","Litchfield","MN","&lt;--1978-1984--&gt;",45.12643,-94.52807
"Eich Brothers","","Little Falls","MN","&lt;--1948-1964--&gt;",45.97671,-94.36411
"F. A. Eich Motors","","Little Falls","MN","&lt;--1967-1969--&gt;",45.97671,-94.36411
"J. P. Eich Motors","32 Broadway E","Little Falls","MN","&lt;--1973-1974--&gt;",45.97651,-94.36545
"Bob Eix Implement","","Little Falls","MN","&lt;--1978-1980--&gt;",45.97671,-94.36411
"Olson's Store","","Littlefork","MN","&lt;--1921--&gt;",48.39802,-93.55299
"E. E. Polkinghorne & Son","","Littlefork","MN","&lt;--1948--&gt;",48.39802,-93.55299
"S. H. Haldorson","","London","MN","&lt;--1946",45.29518,-94.94545
"Lerud Farm Equipment","","London","MN","&lt;--1948-1961--&gt;",45.29518,-94.94545
"E. E. Polkinghorne & Son(s)","","Littlefork","MN","&lt;--1958-1969--&gt;",48.39802,-93.55299
"Bliese & Bokinskie","","Long Prairie","MN","&lt;--1948--&gt;",45.97421,-94.86534
"Neuman Motor Company","","Long Prairie","MN","&lt;--1958-1969--&gt;",45.97421,-94.86534
"Drevlow Implement Company","","Long Prairie","MN","&lt;--1961-1964--&gt;",45.97421,-94.86534
"Junak Implement, Inc.","","Long Prairie","MN","&lt;--1978-1980--&gt;",45.97421,-94.86534
"Longville Garage","","Longville","MN","&lt;--1948-1976--&gt;",46.98692,-94.21092
"Ray Tabaka","","Longville","MN","&lt;--1958-1969--&gt;",46.98692,-94.21092
"Nohava Hardware & Implement Company","","Lonsdale","MN","&lt;--1948--&gt;",44.48053,-93.4286
"Joe Klares","","Loretta","MN","&lt;--1944",45.05249,-92.97606
"Stromsvold & Stensrud","","Louisburg","MN","&lt;--1946",45.16617,-96.17106
"Letrud Implement & Motor Company","","Louisburg","MN","&lt;--1948--&gt;",45.16617,-96.17106
"J. J. Hagstrom","","Lowry","MN","&lt;--1919-1923--&gt;",45.70712,-95.51955
"John J. Hagstrom & Son","","Lowry","MN","&lt;--1948--&gt;",45.70712,-95.51955
"Elwood Shackelford","","Luverne","MN","&lt;--1948--&gt;",43.65433,-96.21286
"Luverne Implement & Auto","","Luverne","MN","&lt;--1950--&gt;",43.65433,-96.21286
"Johnson & Olson, Inc.","","Luverne","MN","&lt;--1955-1958--&gt;",43.65433,-96.21286
"Mark Jacobsen (Inc.)","121 South McKenzie Street; 410 West Koehn Avenue","Luverne","MN","&lt;--1959-2012--&gt;",43.64215,-96.21694
"Bussman Brothers","","Lydia","MN","&lt;--1935-1947",44.89509,-92.96479
"Dahl's Hardware","","Lyle","MN","&lt;--1948-1955--&gt;",43.50474,-92.93965
"H. R. Dahl","","Mabel","MN","&lt;--1945",43.52053,-91.7686
"Adam Fron","","Mabel","MN","&lt;--1946",43.52053,-91.7686
"Johnson Implement Company","","Mabel","MN","&lt;--1948--&gt;",43.52053,-91.7686
"Bernatz Implement Company","","Mabel","MN","&lt;--1958--&gt;",43.52053,-91.7686
"Mabel Farm Equipment, Inc.","","Mabel","MN","&lt;--1966-1984--&gt;",43.52053,-91.7686
"James Hardware Company","","Madelia","MN","&lt;--1925--&gt;",44.05077,-94.41695
"Sebo Implement Company","","Madelia","MN","&lt;--1948-1960--&gt;",44.05077,-94.41695
"George Allen","","Madelia","MN","&lt;--1958--&gt;",44.05077,-94.41695
"Breckenridge Garage","21 Eager Avenue NE","Madelia","MN","&lt;--1967-1976--&gt;",44.05311,-94.40689
"McCormick-Deering Store","","Madison","MN","&lt;--1940--&gt;",45.00985,-96.19604
"Larsen & Son","","Madison","MN","&lt;--1958-1969--&gt;",45.00985,-96.19604
"Larsen's","Highway 75 South","Madison","MN","&lt;--1978-1984--&gt;",44.96882,-96.19608
"Larsen & Poula","","Madison","MN","",45.00985,-96.19604
"L. Fitcher","","Madison Lake","MN","&lt;--1948",44.20347,-93.81557
"J. N. Johnson","","Mahnomen","MN","&lt;--1922--&gt;",47.31426,-95.96858
"Kaisers","","Mahnomen","MN","&lt;--1948--&gt;",47.31426,-95.96858
"Wild Rice Motor Company","South Main Street & Lincoln Avenue","Mahnomen","MN","&lt;--1958-1974--&gt;",47.31327,-95.96857
"Kelm & Graff","","Mankato","MN","&lt;--1919-1920--&gt;",44.16612,-94.00559
"McCormick-Deering Store","426-430 North Front Street","Mankato","MN","&lt;--1940--&gt;",44.17099,-93.99973
"International Harvester Company","266 North 2nd Street","Mankato","MN","&lt;--1958-1969--&gt;",44.16718,-94.00102
"Toews-Mehr Implement Company","1221 North Front Street; 426 North Front Street","Mankato","MN","&lt;--1948-1970--&gt;",44.179,-93.99249
"Doris International, Inc.","266 North 2nd Street","Mankato","MN","&lt;--1973-1980--&gt;",44.16718,-94.00102
"Booher's, Inc.","Highway 14 West & County Road 13","Mankato","MN","&lt;--1975--&gt;",44.18631,-94.06838
"Chesley International Trucks, Inc.","301 Cleveland Avenue; 2300 3rd Avenue","Mankato","MN","&lt;--1984-1990--&gt;",44.18918,-93.99598
"Peterson Feed & Implement Company","","Maple Lake","MN","&lt;--1930-1947",45.22964,-94.00187
"Robasse Implement Company","","Maple Lake","MN","&lt;--1948--&gt;",45.22964,-94.00187
"O. Styner & Son","","Maple Plaine","MN","&lt;--1938-1947",44.61091,-93.7551
"W. L. Dobie","","Mapleton","MN","&lt;--1921--&gt;",43.92772,-93.95853
"Borchert Hardware Company","","Mapleton","MN","&lt;--1946",43.92772,-93.95853
"Adam Fron Implement Company, Inc.","","Mapleton","MN","&lt;--1948-1979",43.92772,-93.95853
"Marietta Implement Company","","Marietta","MN","&lt;--1948-1980--&gt;",45.00749,-96.41467
"J. C. Woodruff","","Marshall","MN","&lt;--1923--&gt;",44.44461,-95.78541
"Smith & Bisbee","","Marshall","MN","&lt;--1925--&gt;",44.44461,-95.78541
"Knudson International (Inc.)","East College Drive; North Highway 23","Marshall","MN","&lt;--1973-1979--&gt;",44.44693,-95.78872
"Boerboom International, Inc.","North Highway 23","Marshall","MN","&lt;--1980-1984--&gt;",44.44451,-95.75984
"Geo. Volkenant","","Mayer","MN","&lt;--1944",44.88596,-93.88802
"North End Motors","","Mayer","MN","&lt;--1958--&gt;",44.88596,-93.88802
"L. Esselman","","Mayhew Lake","MN","&lt;--1948--&gt;",45.66203,-94.0249
"Peterson & Erickson","","Maynard","MN","&lt;--1915--&gt;",44.90704,-95.46712
"Gibson Hardware & Implement","","Maynard","MN","&lt;--1948--&gt;",44.90704,-95.46712
"Mazeppa Hardware & Implement Company","","Mazeppa","MN","&lt;--1948--&gt;",44.27532,-92.54187
"J. B. Firminhac","","McGrath","MN","&lt;--1948--&gt;",46.24294,-93.27383
"Albert Rasmussen","","McIntosh","MN","&lt;--1948--&gt;",47.63788,-95.88638
"Kaupang Implement","","McIntosh","MN","&lt;--1962--&gt;",47.63788,-95.88638
"Stanley Brekke","","McIntosh","MN","&lt;--1964-1980--&gt;",47.63788,-95.88638
"Paul Sramek","","Meadowlands","MN","&lt;--1948-1964--&gt;",47.0732,-92.73238
"Jos. Primus & Son","","Melrose","MN","&lt;--1913--&gt;",45.67489,-94.81019
"Gebeke Sales & Service","307 South 3rd Avenue West","Melrose","MN","&lt;--1967-1976--&gt;",45.66889,-94.81915
"Hepokoski Hardware","","Menahga","MN","&lt;--1946",46.75575,-95.09915
"O. M. Groven","","Mentor","MN","&lt;--1948",47.69853,-96.14282
"Ramberg Bros. Implement","","Mentor","MN","&lt;--1948--&gt;",47.69853,-96.14282
"Henry Young","","Middle River","MN","&lt;--1947",48.43541,-96.1614
"Walton's Garage / Walton's (Inc.)","","Middle River","MN","&lt;--1962-1984--&gt;",48.43541,-96.1614
"Hornquist Motor & Implement Company","","Milaca","MN","&lt;--1947-1948--&gt;",45.75546,-93.6486
"Marudas Motor Sales","","Milaca","MN","&lt;--1958--&gt;",45.75546,-93.6486
"Millam Implement Company","235 2nd Street SW","Milaca","MN","&lt;--1969-1979",45.75311,-93.65369
"Rum River Agriculture, Inc.","235 2nd Street SW","Milaca","MN","1979-1980--&gt;",45.75311,-93.65369
"Anderson Implement Company","","Milan","MN","&lt;--1926--&gt;",45.11324,-95.91448
"Anderson Lumber & Implement Company","","Milan","MN","&lt;--1940-1948--&gt;",45.11324,-95.91448
"Anderson Implement Company","","Milan","MN","&lt;--1958--&gt;",45.11324,-95.91448
"Springer & Pretzer","","Millville","MN","&lt;--1948--&gt;",44.24404,-92.29595
"Thorman W. Rosholt (Company)","","Minneapolis","MN","&lt;--1930-1936--&gt;",44.97749,-93.26437
"T. W. Rosholt Company","","Minneapolis","MN","&lt;--1939--&gt;",44.97749,-93.26437
"Rosholt Equipment Company","3138 Snelling Avenue","Minneapolis","MN","&lt;--1954--&gt;",44.94547,-93.23459
"International Harvester Company","750 North 4th Street","Minneapolis","MN","&lt;--1958--&gt;",44.98594,-93.27927
"International Harvester Company","2723 (2727) University Avenue SE","Minneapolis","MN","&lt;--1958-1969--&gt;",44.97167,-93.21667
"International Harvester Company ~ Truck Branch","3000 Broadway Street NE","Minneapolis","MN","&lt;--1973-1980--&gt;",44.99779,-93.21921
"North Star International Trucks, Inc.","3000 Broadway Street NE","Minneapolis","MN","&lt;--1984-1990--&gt;",44.99779,-93.21921
"Hall Equipment, Inc.","2360 Highway 100 South","Minneapolis","MN","&lt;--1967-1969--&gt;",44.98137,-93.26574
"International Harvester Used Truck Center","720 Hoover Street NE","Minneapolis","MN","&lt;--1980--&gt;",44.99998,-93.21809
"Phillippi Equipment Company","2360 Highway 100","Minneapolis","MN","",44.98137,-93.26574
"V. V. Gislason Hardware & Implement (Company)","","Minneota","MN","&lt;--1948-1968--&gt;",44.56277,-95.98204
"Putz Bros. Garage / Putz Bros.","","Minnesota Lake","MN","&lt;--1930-1955--&gt;",43.84367,-93.83031
"Morrie's Imports, Inc.","12520 Wayzata Blvd.","Minnetonka","MN","&lt;--1977--&gt;",44.97185,-93.43866
"Erickson Motor Company","","Monterey (Trimont)","MN","&lt;--1958--&gt;",43.76197,-94.71475
"Campbell Implement Company","","Montevideo","MN","&lt;--1920-1927--&gt;",44.9517,-95.71711
"Alvig Motor Sales","","Montevideo","MN","&lt;--1948--&gt;",44.9517,-95.71711
"Flinn's","","Montevideo","MN","&lt;--1958--&gt;",44.9517,-95.71711
"Larson Brothers, Inc.","","Montevideo","MN","&lt;--1962-1969--&gt;",44.9517,-95.71711
"Dean Rhodes, Inc.","Highway 212 West","Montevideo","MN","&lt;--1968--&gt;",44.93539,-95.80883
"Moon International, Inc.","Highway 7 East","Montevideo","MN","&lt;--1978-1984--&gt;",44.94924,-95.625
"Pany Hardware Company","","Montgomery","MN","&lt;--1931-1948--&gt;",44.43881,-93.58113
"Peterson Feed & Implement Company","","Monticello","MN","&lt;--1930-1931--&gt;",45.30466,-93.79491
"Peterson Implement Company","","Monticello","MN","&lt;--1948--&gt;",45.30466,-93.79491
"Hoglund Bus Company","South Highway 25; Highway 25 & I-94; 116 East Oakwood Drive","Monticello","MN","1956-2015--&gt;",45.29683,-93.80057
"Baker Implement","","Monticello","MN","",45.30466,-93.79491
"Wright Hardware Company","","Moorhead","MN","&lt;--1930--&gt;",46.87381,-96.76782
"Anderson-Stadum Pontiac Company","","Moorhead","MN","&lt;--1958--&gt;",46.87381,-96.76782
"Anderson Pontiac Company (Inc.)","Center Avenue","Moorhead","MN","&lt;--1961-1976--&gt;",46.87507,-96.76155
"Anderson Pontiac-GMC, Inc.","1313 30th Avenue S","Moorhead","MN","&lt;--1977-1980--&gt;",46.84358,-96.75997
"Kroeber Equipment Company","I-94 & Highway 75 South","Moorhead","MN","",46.87507,-96.76155
"Phillippi Equipment Company","","Moorhead","MN","",46.87381,-96.76782
"Ellefsons Farm Store","","Moose Lake","MN","&lt;--1948--&gt;",46.45425,-92.76199
"Macs Service & Repair","","Moose Lake","MN","&lt;--1962-1967--&gt;",46.45425,-92.76199
"Kanabec Hardware Company","","Mora","MN","&lt;--1948",45.87578,-93.29205
"Loken & Larson","","Mora","MN","&lt;--1948--&gt;",45.87578,-93.29205
"Tinker & Johnson","","Mora","MN","&lt;--1958--&gt;",45.87578,-93.29205
"Anderman Motor (Company)","755 South Highway 65","Mora","MN","&lt;--1962-1974--&gt;",45.86683,-93.29648
"Morgan Implement Company","","Morgan","MN","&lt;--1926-1953--&gt;",44.41657,-94.93061
"Harold & Louie's Standard Service","","Morgan","MN","&lt;--1958-1962--&gt;",44.41657,-94.93061
"J. L. Hockert","","Morris","MN","&lt;--1922--&gt;",45.58602,-95.91403
"Hockert & Noonan","","Morris","MN","&lt;--1948-1958--&gt;",45.58602,-95.91403
"Olson Implement & Supply","Highway 28 West","Morris","MN","&lt;--1966--&gt;",45.58592,-95.91442
"Olson Supply, Inc","Highway 28 West","Morris","MN","&lt;--1978-1984--&gt;",45.58592,-95.91442
"Fuhrman Buick","Highway 9 South","Morris","MN","&lt;--1962-1977--&gt;",45.58178,-95.91022
"Fuhrman Motors, Inc.","Highway 9 South","Morris","MN","&lt;--1979-1984--&gt;",45.58178,-95.91022
"Stimmler Implement","","Morris","MN","",45.58602,-95.91403
"V. S. Komulainen","","Mountain Iron","MN","&lt;--1939-1946",47.52783,-92.5819
"Thiessen Implement Company","","Mountain Lake","MN","&lt;--1948-1958--&gt;",43.9418,-94.91929
"Johnston Chevrolet Company","","Nashwauk","MN","&lt;--1948--&gt;",47.3817,-93.16854
"Podominick Service","","Nashwauk","MN","&lt;--1958-1962--&gt;",47.3817,-93.16854
"Raymond Bunting","","Nassau","MN","&lt;--1948",45.06712,-96.44263
"Larson Hardware Company","","Nerstrand","MN","&lt;--1948--&gt;",44.34189,-93.06473
"O. F. Bielke","","New Auburn","MN","&lt;--1933--&gt;",44.67547,-94.22861
"Rivers Garage","","New Auburn","MN","&lt;--1937--&gt;",44.67547,-94.22861
"Al Rivers Implement Company","","New Auburn","MN","&lt;--1940-1948--&gt;",44.67547,-94.22861
"Paron Motors","1561 Highway 8","New Brighton","MN","&lt;--1958-1979--&gt;",45.07451,-93.18869
"Holm Brothers","","New London","MN","&lt;--1948--&gt;",45.29518,-94.94545
"P. J. Welter","","New Market","MN","&lt;--1914--&gt;",44.57307,-93.35374
"Mamer & Deutsch","","New Prague","MN","&lt;--1914-1916--&gt;",44.54248,-93.57556
"Vanasek Hardware","","New Prague","MN","&lt;--1945-1947",44.54248,-93.57556
"H. W. Implement Company","","New Prague","MN","&lt;--1948--&gt;",44.54248,-93.57556
"H & W Equipment Company","Highway 13-21 South; 500 4th Avenue Southwest","New Prague","MN","&lt;--1958-1984--&gt;",44.52967,-93.58543
"J. A. Christianson","","New Richland","MN","&lt;--1922--&gt;",43.89173,-93.49527
"Boie Implement Company","","New Richland","MN","&lt;--1948-1962--&gt;",43.89173,-93.49527
"Budach Implement, Inc.","219 NE 3rd Street","New Richland","MN","&lt;--1978-1984--&gt;",43.89713,-93.48851
"Byron Implement Company","","New Richland","MN","",43.89173,-93.49527
"Robert Fesenmaier (Inc.)","11 Minnesota Street","New Ulm","MN","&lt;--1926-1963--&gt;",44.3136,-94.4596
"Budahn's International Garage (Inc.) / Budahn Garage","1800 North State Street","New Ulm","MN","&lt;--1962-1985--&gt;",44.32992,-94.47828
"Brown County Implement, Inc.","Junction Highways 15 & 68 South","New Ulm","MN","&lt;--1978-1984--&gt;",44.31222,-94.45924
"Piilola Kela Mattson Company","","New York Mills","MN","&lt;--1948--&gt;",46.52074,-95.37458
"P-K-M & Company","","New York Mills","MN","&lt;--1958--&gt;",46.52074,-95.37458
"Hi-Way Auto & Implement Company","","New York Mills","MN","&lt;--1962-1973--&gt;",46.52074,-95.37458
"Newfolden Machine Company","","Newfolden","MN","&lt;--1948--&gt;",48.35668,-96.33075
"Roxin Implement Company","","Nicollet","MN","&lt;--1948--&gt;",44.27394,-94.18768
"Anthony Implements","RFD St. Peter","Norseland","MN","&lt;--1936-1949--&gt;",44.32387,-93.9593
"Collins Implement Company","","North Branch","MN","&lt;--1917--&gt;",45.51144,-92.98011
"Collins & Swanson","","North Branch","MN","&lt;--1946",45.51144,-92.98011
"McCann Implement Company","","North Branch","MN","&lt;--1948-1958--&gt;",45.51144,-92.98011
"Booher's, Inc.","1717 Howard Drive","North Mankato","MN","&lt;--1976-1980--&gt;",44.18354,-94.03209
"Northfield Implement Company","","Northfield","MN","&lt;--1948-1969--&gt;",44.45842,-93.16173
"Miller Motor & Implement Company","Highway 3 South","Northfield","MN","&lt;--1973-1980--&gt;",44.44384,-93.17717
"Anthony Implement Company","","Northome","MN","&lt;--1942--&gt;",47.87565,-94.28437
"La Brie Implement Company","","Northome","MN","&lt;--1948-1958--&gt;",47.87565,-94.28437
"Roehning Implement Company","","Northome","MN","&lt;--1962-1964--&gt;",47.87565,-94.28437
"Northrup Implement Company","","Northrup","MN","&lt;--1948--&gt;",47.64283,-93.96665
"Greenberg Implement, Inc. / Greenbergs, Inc.","19745 Nowthen Blvd. NW","Nowthen","MN","&lt;--1978-2009--&gt;",45.32913,-93.46827
"J. C. Ruthenbeck & Son","","Okabena","MN","&lt;--1946",43.73949,-95.31525
"Ray Ahrens Implement (Company)","","Okabena","MN","&lt;--1948-1970--&gt;",43.73949,-95.31525
"Kenny Ellis","","Oklee","MN","&lt;--1948--&gt;",47.84042,-95.8528
"Ferge's Garage","","Olivia","MN","&lt;--1948--&gt;",44.77652,-94.98952
"Ferge's","","Olivia","MN","&lt;--1956-1960--&gt;",44.77652,-94.98952
"Bostrom Garage","","Onamia","MN","&lt;--1948-1958--&gt;",46.07035,-93.66632
"Bialka Brothers","","Opole","MN","&lt;--1946",44.50466,-96.43143
"H. M. Vagstad","","Ormsby","MN","&lt;--1921--&gt;",43.84994,-94.6995
"Ormsby Farmers Grain Company","","Ormsby","MN","&lt;--1948-1964--&gt;",43.84994,-94.6995
"Lammis","","Orr","MN","",48.05367,-92.83158
"Ortonville Implement Company","","Ortonville","MN","&lt;--1926--&gt;",45.30483,-96.44497
"A. K. Evans & Company","","Ortonville","MN","&lt;--1938--&gt;",45.30483,-96.44497
"Ortonville Equipment Company","","Ortonville","MN","&lt;--1948--&gt;",45.30483,-96.44497
"Schaffer Implement Company","","Ortonville","MN","&lt;--1958-1964--&gt;",45.30483,-96.44497
"Vic Hoffman & Son, Inc.","","Ortonville","MN","&lt;--1967-1969--&gt;",45.30483,-96.44497
"Davis Implement Company","","Ortonville","MN","",45.30483,-96.44497
"Brown Bros. Implement (Company)","","Osakis","MN","&lt;--1940-1946",45.86702,-95.15213
"Nelson Implement","","Osakis","MN","&lt;--1948--&gt;",45.86702,-95.15213
"Shrode Equipment","","Osakis","MN","&lt;--1964-1976--&gt;",45.86702,-95.15213
"Heinen Mercantile Company","","Osseo","MN","&lt;--1948--&gt;",45.12033,-93.40209
"Heinen Hardware & Implement Company","","Osseo","MN","&lt;--1958-1962--&gt;",45.12033,-93.40209
"Hadland & Osterud (Inc.)","Main Street","Ostrander","MN","&lt;--1948-1984--&gt;",43.61361,-92.42928
"Buxton & McClintock","","Owatonna","MN","1902-1911--&gt;",44.08481,-93.22549
"Virtue & Pound Company","223 North Cedar Avenue","Owatonna","MN","&lt;--1942-1948--&gt;",44.08658,-93.2256
"Service Garage","","Owatonna","MN","&lt;--1958-1964--&gt;",44.08481,-93.22549
"Reinhardt Motors","","Owatonna","MN","&lt;--1967-1969--&gt;",44.08481,-93.22549
"Steele County Implement Company","2010 South Cedar Avenue","Owatonna","MN","&lt;--1970-1984--&gt;",44.06351,-93.22802
"Wilkins Bros.","","Park Rapids","MN","&lt;--1915--&gt;",46.92212,-95.06162
"McFarren Implement Company","","Park Rapids","MN","&lt;--1948-1958--&gt;",46.92212,-95.06162
"McFarren's (Inc.)","403 Main Avenue S","Park Rapids","MN","&lt;--1962-1980--&gt;",46.91878,-95.06042
"C. W. Howe","","Parkers Prairie","MN","&lt;--1948",46.14768,-95.32881
"Bergquist Implement","","Parkers Prairie","MN","&lt;--1948--&gt;",46.14768,-95.32881
"Farmers Co-op Association","","Paynesville","MN","&lt;--1948--&gt;",45.38053,-94.71191
"Paynesville Motor Company","311 Minnie Street","Paynesville","MN","&lt;--1958-1973--&gt;",45.38395,-94.71034
"Torborg Equipment Company","27542 Highway 23","Paynesville","MN","&lt;--1964-1984--&gt;",45.39018,-94.71537
"Farmers Corporation","","Paynesville","MN","",45.38053,-94.71191
"Ed. Thurnau","","Pelican Rapids","MN","&lt;--1912-1914--&gt;",46.57138,-96.08358
"Uhlenkott & Schoener","","Pelican Rapids","MN","&lt;--1925--&gt;",46.57138,-96.08358
"Hans J. Thorstensen","","Pelican Rapids","MN","&lt;--1932--&gt;",46.57138,-96.08358
"McDunn Farm Store","","Pelican Rapids","MN","&lt;--1948--&gt;",46.57138,-96.08358
"Gerald Evenson / Gerald N. Evenson (Inc.)","835 1st Street SW; Highway 59 South","Pelican Rapids","MN","&lt;--1964-2014--&gt;",46.57088,-96.08365
"Co-op Creamery Association","","Pequot Lakes","MN","&lt;--1947",46.60283,-94.3201
"A. Marckel","","Perham","MN","1902-1912--&gt;",46.59808,-95.57485
"Mattfeld & Jahn","","Perham","MN","&lt;--1922--&gt;",46.59808,-95.57485
"Lehmkuhl & Jahn","","Perham","MN","&lt;--1931-1946",46.59808,-95.57485
"Perham Farm Supply Company / Inc.","157 2nd Avenue SW","Perham","MN","1946-1995--&gt;",46.59312,-95.57507
"Lee Hardware & Implement Company","","Perley","MN","&lt;--1948-1950--&gt;",47.17773,-96.8009
"Hoganson & Larson","","Perley","MN","",47.17773,-96.8009
"Pierz Implement Company","","Pierz","MN","&lt;--1948",45.97721,-94.10341
"Seelen Bros.","","Pierz","MN","&lt;--1948--&gt;",45.97721,-94.10341
"Gilbride Motors","","Pierz","MN","&lt;--1962--&gt;",45.97721,-94.10341
"P. H. Sorg","","Pillager","MN","&lt;--1945",46.3257,-94.47749
"W. A. Sauser","","Pine City","MN","&lt;--1948--&gt;",45.82662,-92.96884
"Midway Nash Motors","","Pine City","MN","&lt;--1958--&gt;",45.82662,-92.96884
"Midway Rambler","","Pine City","MN","&lt;--1962-1964--&gt;",45.82662,-92.96884
"Benson AMC Jeep, Inc.","805 6th Street","Pine City","MN","&lt;--1979-1980--&gt;",44.20941,-92.6481
"Mott Implement Company","","Pine Island","MN","&lt;--1948--&gt;",44.20325,-92.64628
"Sherwood Houston","","Pine River","MN","&lt;--1948--&gt;",46.72421,-94.40376
"Kipp Farm Equipment Company","North Hiawatha Avenue & 2nd Street NE","Pipestone","MN","&lt;--1948-1949--&gt;",44.00142,-96.31763
"Gordon Ahrendt Implement (Company)","","Pipestone","MN","&lt;--1958-1969--&gt;",44.00054,-96.30752
"Jack Farrell Implement Company","Highway 30 East; Highway 75 South","Pipestone","MN","&lt;--1973-1984--&gt;",44.00054,-96.30752
"Julius Boehlke","","Plainview","MN","&lt;--1927--&gt;",44.16496,-92.16845
"Schultz Implement Company, Inc.","412 West Broadway","Plainview","MN","&lt;--1948-1984--&gt;",44.16493,-92.17187
"T. F. Miller","","Plato","MN","&lt;--1913--&gt;",44.77256,-94.03794
"Plato Garage","","Plato","MN","&lt;--1948--&gt;",44.77256,-94.03794
"P. E. Schoenauer","","Plummer","MN","&lt;--1948--&gt;",47.9093,-96.03597
"Le Roy Thompson Implement","","Porter","MN","&lt;--1948--&gt;",44.63502,-96.1672
"M. C. Eischen & Son","","Preston","MN","&lt;--1944",43.67121,-92.08195
"Preston Implement Company","","Preston","MN","&lt;--1948--&gt;",43.67121,-92.08195
"Hall Implement Company","","Princeton","MN","&lt;--1948-1958--&gt;",45.57246,-93.58012
"Gerdin Sales & Service","","Princeton","MN","&lt;--1964-1969--&gt;",45.57246,-93.58012
"Prior Lake Farm Store","","Prior Lake","MN","&lt;--1958--&gt;",44.71368,-93.42442
"Brendegen's Sales & Service","","Proctor","MN","&lt;--1958-1969--&gt;",46.74701,-92.2236
"Glenn W. Jahns / Glenn Jahns Implement","","Racine","MN","&lt;--1948-1958--&gt;",43.77697,-92.48286
"Racine Implement Company","","Racine","MN","&lt;--1962-1975--&gt;",43.77697,-92.48286
"Mulder & Louters Company","","Raymond","MN","&lt;--1948--&gt;",45.01677,-95.23956
"John N. Helm","","Red Lake Falls","MN","&lt;--1940--&gt;",47.88123,-96.27414
"Frank J. Helm","","Red Lake Falls","MN","&lt;--1947",47.88123,-96.27414
"Helm Implement","","Red Lake Falls","MN","&lt;--1948--&gt;",47.88123,-96.27414
"Schantzen Motors","","Red Lake Falls","MN","&lt;--1969--&gt;",47.88123,-96.27414
"Tomfohr Implement Company, Inc.","231 Bluff Street","Red Wing","MN","&lt;--1948-1964--&gt;",44.56709,-92.53056
"Lawrence Motors, Inc.","Highway 61 West; 3154 North Service Drive","Red Wing","MN","&lt;--1967-1990--&gt;",44.56626,-92.57588
"Sebo Implement Company","","Redwood Falls","MN","&lt;--1926--&gt;",44.54136,-95.11865
