Name,Address,City,State,Years_of_Operation,Pylon,Currently,Web,Notes
Johnson & Johnson,,Traverse,MN,&lt;--1944,,,,
Triumph Implement Company,,Trimont (Triumph),MN,&lt;--1948-1964--&gt;,,,,
Wm. Roth Implement Company,,Truman,MN,&lt;--1948--&gt;,,,,
Truman Equipment Company,,Truman,MN,&lt;--1955-1967--&gt;,,,,
"Peterson & Vogt / Peterson-Vogt, Inc.",,Truman,MN,&lt;--1978-1984--&gt;,,,,
M. J. Erickson Company,,Twin Valley,MN,&lt;--1967-1969--&gt;,,,,
Arrowhead Garage,,Two Harbors,MN,&lt;--1958--&gt;,,,,
"Ramey Mfg. & Eng., Inc.",,Two Harbors,MN,&lt;--1962--&gt;,,,,
Andersons Sales,,Two Harbors,MN,&lt;--1964-1969--&gt;,,,,
Barko Loader Service,Highway 61 West,Two Harbors,MN,&lt;--1973-1974--&gt;,,,,
Melgaard Implement Company,,Tyler,MN,&lt;--1948-1958--&gt;,,,,
"Tyler Implement Company, Inc.",North Main Street,Tyler,MN,&lt;--1962-1984--&gt;,,,,
Henry Gibson,,Ulen,MN,&lt;--1940--&gt;,,,,
Gibson Implement Company,,Ulen,MN,&lt;--1948--&gt;,J,,,
Ulen Implement Company,,Ulen,MN,&lt;--1957-1964--&gt;,,,,
Nygaards Farm Equipment,,Ulen,MN,&lt;--1967-1969--&gt;,,,,
Erickson Implement Company,,Upsala,MN,&lt;--1948--&gt;,,,,
H. C. Calvert / H. Calvert,,Verndale,MN,&lt;--1913-1915--&gt;,,,,
Andy's Cash Store,,Verndale,MN,&lt;--1946,,,,
Wm. Nelsen / Vesta Feed Mill,,Vesta,MN,&lt;--1948--&gt;,,,,
William Braunworth,,Victoria,MN,&lt;--1942-1948--&gt;,,,,
Braunworth Equipment Company,,Victoria,MN,&lt;--1958--&gt;,,,,
"Hall Equipment, Inc.",,Virginia,MN,&lt;--1968--&gt;,,,,
International Harvester Company ~ Payline Branch,1400 West Chestnut Street,Virginia,MN,&lt;--1978-1980--&gt;,,,,
Virginia Work People's Trading Company,,Virginia,MN,,,,,
V. C. Hopfenspirger,,Wabasso,MN,&lt;--1946,,,,
Baltes Implement Company,,Wabasso,MN,&lt;--1948--&gt;,,,,
Redwood County Farm Bureau Service Association,,Wabasso,MN,&lt;--1958--&gt;,,,,
Waconia Service Station,,Waconia,MN,&lt;--1962-1964--&gt;,,,,
Uselman Implement Company,,Wadena,MN,&lt;--1948--&gt;,,,,
"Uselman's, Inc.",Highway 10 East,Wadena,MN,&lt;--1958-1980--&gt;,,,,
Alexandria Diesel,Highway 10 East,Wadena,MN,&lt;--1990--&gt;,,,,
Robert Schmidt,,Waldorf,MN,&lt;--1920-1929--&gt;,,,,
Orton Motor,,Walker,MN,&lt;--1973--&gt;,,,,
Nordgren & Paulson,,Walnut Grove,MN,&lt;--1911--&gt;,,,,
A. O. Egge,,Walnut Grove,MN,&lt;--1945,,,,
Longs Implement Company,,Walnut Grove,MN,&lt;--1948,J  M,,,
Nelson Implement Company,,Walnut Grove,MN,1948-1957,,,,
"Sell Brothers, Inc.",Highway 14,Walnut Grove,MN,1957-1984--&gt;,,,,
Heydt Auto Company,,Waltham,MN,&lt;--1948--&gt;,,,,
"Waltham Equipment, Inc.",,Waltham,MN,&lt;--1955-1984--&gt;,,,,
Syverson Hardware & Implement Company,,Wanamingo,MN,&lt;--1948--&gt;,,,,
"Lundgren, Wittensten & Company",,Warren,MN,&lt;--1915-1920--&gt;,,,,
Warren Implement Company (Inc.),Highway 75 South,Warren,MN,&lt;--1942-1962--&gt;,P,,,
International Harvester Sales & Service,Highway 75 South,Warren,MN,&lt;--1963-1973--&gt;,,,,
Warren Implement Company (Inc.),4526 Highway 75 South,Warren,MN,&lt;--1974-1985--&gt;,,,,
Warroad Motors,Highway 11 South,Warroad,MN,&lt;--1969-1973--&gt;,,,,
"McLoone Bathke Brown Company, Inc.",,Waseca,MN,&lt;--1944,,,,
Keeley Farm Equipment Company,,Waseca,MN,&lt;--1946,,,,
Osmundson-Woodall Company,114 East Elm Avenue; 620 West Elm Avenue,Waseca,MN,&lt;--1947-1948--&gt;,P,,,"44.077700, -93.515910"
Osmundson Motors & Implements,,Waseca,MN,&lt;--1958--&gt;,,,,
Jim Fox Motors,,Waseca,MN,&lt;--1962-1969--&gt;,,,,
Bob Byron Implements,,Waseca,MN,&lt;--1967--&gt;,,,,
Borg Farm Equipment,,Watertown,MN,&lt;--1948--&gt;,,,,
Fratzke's,"Lewis Avenue North, between Territorial & State ",Watertown,MN,1959-1976,,,,From Arlin Fratzke
Midwest Sales & Service,,Watertown,MN,&lt;--1973-1974--&gt;,,,,
Midwest Motor & Equipment (Inc.),Lewis Avenue North & Maple Street,Watertown,MN,&lt;--1976-1984--&gt;,,,,
Marzahn Motor Company / Marzahn Motors,,Waterville,MN,&lt;--1942-1969--&gt;,,,,
H. J. Wartman,,Watkins,MN,&lt;--1913--&gt;,,,,
Theis Brothers,,Watkins,MN,&lt;--1948--&gt;,,,,
Oscar F. Theis,,Watkins,MN,,,,,
Ole Aamot,,Watson,MN,&lt;--1926-1927--&gt;,,,,
"Berry & Company, Inc.",,Wayzata,MN,&lt;--1958--&gt;,,,,
Dewey Rosenberg,,Welcome,MN,&lt;--1948--&gt;,,,,
Welcome Implement Company,,Welcome,MN,&lt;--1955--&gt;,,,,
J. H. Seedorf & Son,,Wells,MN,&lt;--1915--&gt;,,,,
Larson Implement Company,,Wells,MN,&lt;--1948-1969--&gt;,,,,
"Dylla & Erickson, Inc.",Highway 109 East,Wells,MN,&lt;--1969-1973--&gt;,,,,
"Dylla Implement, Inc.",Highway 109 East,Wells,MN,&lt;--1978-1980--&gt;,,,,
Mitchell & Sons,,Wells,MN,,,,,
Aamot Implement,Torrisson Avenue,Wendell,MN,&lt;--1948-1984--&gt;,P,,,"46.035810, -96.099910"
Herolds Garage & Implement Company,,West Concord,MN,&lt;--1948--&gt;,,,,
Bucher Implement Company,,West Concord,MN,&lt;--1958-1969--&gt;,,,,
Pirkls Garage & Implement Company,,West Concord,MN,,,,,
Servatius & Bentfield,,West Union,MN,&lt;--1916--&gt;,,,,
Reinhold Ewy,,Westbrook,MN,&lt;--1925--&gt;,,,,
R. Ewy,,Westbrook,MN,&lt;--1947,,,,
Westbrook Implement Company,,Westbrook,MN,&lt;--1948--&gt;,,,,
Gebhardt Implement Company,,Westbrook,MN,&lt;--1956,,,,
G & J Implement Company,,Westbrook,MN,1957--&gt;,,,,
Isaac Lee,,Wheaton,MN,&lt;--1919--&gt;,,,,
"Traverse Implements, Inc.",,Wheaton,MN,&lt;--1948-1967--&gt;,,,,
Vadnais Motors,513 Washington Avenue,White Bear Lake,MN,&lt;--1958-1978--&gt;,,,,
Barnett Chrysler-Plymouth Company,3610 Highway 61,White Bear Lake,MN,&lt;--1973-1976--&gt;,,,,
I. N. Dyrdahl,,Williams,MN,&lt;--1948--&gt;,,,,
Quinn Brothers Implement Company / Quinn Brothers,,Willmar,MN,&lt;--1943-1962--&gt;,J,,,
Fladeboe Buick Company,,Willmar,MN,&lt;--1958--&gt;,,,,
Auto Safety Service,,Willmar,MN,&lt;--1964--&gt;,,,,
"Nelson International, Inc.",East Highway 12,Willmar,MN,&lt;--1967-1969--&gt;,,,,
Willmar Implement (Company),South Highway 71; West Highway 40,Willmar,MN,&lt;--1970-1984--&gt;,,,,
Probst Bros. Implement Company / Probst Bros.,,Wilmont,MN,&lt;--1948-1962--&gt;,,,,
John Paulson,,Windom,MN,&lt;--1921--&gt;,,,,
Paulson & Snyder,,Windom,MN,&lt;--1947,,,,
Peters-Orth Implement Company,,Windom,MN,&lt;--1948-1958--&gt;,,,,
McCormick Farm Equipment Store,Highway 60 North,Windom,MN,&lt;--1959-1962--&gt;,,,,
International Harvester Sales & Service,Highway 60 North,Windom,MN,&lt;--1964-1967--&gt;,,,,
"Hochstein's, Inc,",Highway 60 North,Windom,MN,&lt;--1969-1973--&gt;,,,,
Twin County Equipment Company / Inc.,Highway 60 North,Windom,MN,&lt;--1978-1980--&gt;,,,,
"Williams Implement, Inc.",Highway 60 North,Windom,MN,&lt;--1984--&gt;,,,,
Espeseth Hardware Company / Espeseth Hardware & Implement,,Winger,MN,&lt;--1948-1984--&gt;,,,,
Lorentz C. Hanson,,Winnebago,MN,&lt;--1945,,,,
Adam Fron,,Winnebago,MN,&lt;--1945,,,,
Warren Implements,,Winnebago,MN,&lt;--1948--&gt;,,,,
Winnebago Implements,,Winnebago,MN,&lt;--1958--&gt;,,,,
Winnebago Implement & Auto (Inc.),27 Cleveland Avenue E,Winnebago,MN,&lt;--1962-1980--&gt;,,,,
G. R. Culver,,Winona,MN,&lt;--1921-1922--&gt;,,,,
Winona Truck & Implement Company,,Winona,MN,&lt;--1948-1958--&gt;,,,,
Winona Truck Service,65 Laird Street,Winona,MN,&lt;--1962-1973--&gt;,,,,
Rich's Truck Service,65 Laird Street; Highway 61 North,Winona,MN,&lt;--1974-1979--&gt;,,,,
H. C. Stresemann,,Winthrop,MN,&lt;--1923--&gt;,,,,
Curran Equipment Company,,Winthrop,MN,&lt;--1945,,,,
Bengston Johnson,,Winthrop,MN,&lt;--1948--&gt;,,,,
Brownies Motor Service,,Winthrop,MN,&lt;--1958--&gt;,,,,
Kinnunen Store,,Wolf Lake,MN,&lt;--1945,,,,
Frank Carlson,,Wolverton,MN,&lt;--1940-1948--&gt;,,,,
Carlson Equipment Company,Highway 75,Wolverton,MN,&lt;--1958-1980--&gt;,,,,
Irvin White,,Wood Lake,MN,&lt;--1947,,,,
Wood Lake Implement Company,,Wood Lake,MN,&lt;--1948-1958--&gt;,,,,
Wood Lake Implement (Inc.),,Wood Lake,MN,&lt;--1970-1984--&gt;,,,,
John Hoog,,Woodstock,MN,&lt;--1945,,,,
H. M. Dee Implement Company,,Worthington,MN,&lt;--1948--&gt;,,,,
Ludtke Implement Company,,Worthington,MN,&lt;--1958--&gt;,,,,
Watland International Company / Inc.,1909 Oxford Street,Worthington,MN,&lt;--1962-1984--&gt;,P?,Jaycox,,Building is heavily modified.
Paul's Auto & Truck Sales (Inc.),Highway 210,Wright,MN,&lt;--1974-1980--&gt;,,,,
Wykoff Lumber & Implement Company,,Wykoff,MN,&lt;--1948--&gt;,,,,
"Thompson Motors (of Wykoff, Inc.)",125 South Gold Street,Wykoff,MN,&lt;--1956-2014--&gt;,,,,
Carver Implement Company,,Wykoff,MN,,,,,
Schleich Implement Company,,Wykoff,MN,,,,,
Herman Klobe,,Young America,MN,&lt;--1944,,,,
Hanson Hardware,,Zimmerman,MN,&lt;--1948--&gt;,,,,
Zumbrota Implement Company,65 West 4th Street,Zumbrota,MN,&lt;--1948--&gt;,P,,,"44.293140, -92.670120"
"Ryan & Nei, Inc.",,Zumbrota,MN,&lt;--1958--&gt;,,,,
McCormick Farm Equipment Store,65 West 4th Street,Zumbrota,MN,&lt;--1960-1962--&gt;,P,,,"44.293140, -92.670120"
International Harvester Sales & Service,65 West 4th Street; Highway 52 North,Zumbrota,MN,&lt;--1962-1970--&gt;,P,,,"44.293140, -92.670120"
"Roble's, Inc.",Highway 52 North,Zumbrota,MN,&lt;--1972-1974--&gt;,,,,
"Roble & Nord, Inc.",Highway 52 North,Zumbrota,MN,&lt;--1976--&gt;,,,,
"Nord Implement, Inc.",Highway 52 North,Zumbrota,MN,&lt;--1978-1984,P,,,"44.304610, -92.688140"
"Wornson International, Inc.",Highway 52 North,Zumbrota,MN,1984--&gt;,P,,,"44.304610, -92.688140"
